Date,Open,High,Low,Close
1/13/10 11:00,0.92294,0.92454,0.92144,0.92387
1/13/10 15:00,0.92387,0.92981,0.92085,0.9296
1/13/10 19:00,0.9296,0.93074,0.92914,0.93059
1/13/10 23:00,0.93059,0.93299,0.92849,0.92939
1/14/10 3:00,0.92939,0.93089,0.92819,0.92944
1/14/10 7:00,0.92944,0.93204,0.92884,0.93057
1/14/10 11:00,0.93057,0.93189,0.93029,0.93169
1/14/10 15:00,0.93169,0.93179,0.92579,0.92785
1/14/10 19:00,0.92785,0.92901,0.92544,0.92788
1/14/10 23:00,0.92788,0.92819,0.9236,0.92639
1/15/10 3:00,0.92639,0.92679,0.92334,0.92477
1/15/10 7:00,0.92477,0.92719,0.92149,0.92281
1/15/10 11:00,0.92281,0.92359,0.92149,0.92359
1/17/10 15:00,0.92359,0.92359,0.91744,0.91829
1/17/10 19:00,0.91829,0.92279,0.91824,0.92154
1/17/10 23:00,0.92154,0.92484,0.92039,0.92459
1/18/10 3:00,0.92459,0.92679,0.92459,0.92654
1/18/10 7:00,0.92654,0.92792,0.92633,0.92678
1/18/10 11:00,0.92678,0.92724,0.92604,0.92676
1/18/10 15:00,0.92676,0.92739,0.92504,0.92714
1/18/10 19:00,0.92714,0.92729,0.92254,0.92369
1/18/10 23:00,0.92369,0.92649,0.92187,0.92256
1/19/10 3:00,0.92256,0.92359,0.91752,0.91984
1/19/10 7:00,0.91984,0.92529,0.91844,0.92504
1/19/10 11:00,0.92504,0.92539,0.92261,0.92417
1/19/10 15:00,0.92417,0.92419,0.91789,0.91804
1/19/10 19:00,0.91804,0.91959,0.91484,0.91604
1/19/10 23:00,0.91604,0.91769,0.91309,0.91354
1/20/10 3:00,0.91354,0.91509,0.91199,0.91255
1/20/10 7:00,0.91255,0.91449,0.90764,0.90954
1/20/10 11:00,0.90954,0.91029,0.90721,0.90997
1/20/10 15:00,0.90997,0.91367,0.90954,0.91224
1/20/10 19:00,0.91224,0.91404,0.9099,0.91349
1/20/10 23:00,0.91349,0.91459,0.90831,0.90989
1/21/10 3:00,0.90989,0.91191,0.9055,0.91119
1/21/10 7:00,0.91119,0.91427,0.90233,0.90453
1/21/10 11:00,0.90453,0.90609,0.89961,0.89998
1/21/10 15:00,0.89998,0.90534,0.89822,0.90164
1/21/10 19:00,0.90164,0.90392,0.90119,0.90284
1/21/10 23:00,0.90284,0.90929,0.90279,0.90759
1/22/10 3:00,0.90759,0.90809,0.90099,0.90214
1/22/10 7:00,0.90214,0.90652,0.90151,0.90517
1/22/10 11:00,0.9048,0.9063,0.9016,0.9018
1/24/10 15:00,0.90517,0.90569,0.90122,0.90489
1/24/10 19:00,0.90489,0.90745,0.90429,0.90599
1/24/10 23:00,0.90599,0.90694,0.9033,0.90569
1/25/10 3:00,0.90569,0.90929,0.90349,0.90394
1/25/10 7:00,0.90394,0.90579,0.90199,0.90389
1/25/10 11:00,0.90389,0.90609,0.90257,0.90257
1/25/10 15:00,0.90257,0.90839,0.90257,0.90734
1/25/10 19:00,0.90734,0.90734,0.89693,0.89831
1/25/10 23:00,0.89831,0.89944,0.89452,0.89754
1/26/10 3:00,0.89754,0.89899,0.89499,0.89608
1/26/10 7:00,0.89608,0.90179,0.89375,0.9015
1/26/10 11:00,0.9015,0.90267,0.89807,0.89807
1/26/10 15:00,0.89807,0.90454,0.89802,0.90406
1/26/10 19:00,0.90406,0.90449,0.89927,0.90074
1/26/10 23:00,0.90074,0.90159,0.89469,0.89779
1/27/10 3:00,0.89779,0.90102,0.89674,0.89679
1/27/10 7:00,0.89679,0.89879,0.89473,0.89553
1/27/10 11:00,0.89553,0.89807,0.89097,0.89459
1/27/10 15:00,0.89459,0.89726,0.89409,0.89541
1/27/10 19:00,0.89541,0.90264,0.89285,0.90064
1/27/10 23:00,0.90064,0.90429,0.89929,0.90399
1/28/10 3:00,0.90399,0.90479,0.89968,0.90149
1/28/10 7:00,0.90149,0.90304,0.89344,0.89516
1/28/10 11:00,0.89516,0.89639,0.89311,0.89367
1/28/10 15:00,0.89367,0.89469,0.88849,0.8929
1/28/10 19:00,0.8929,0.89429,0.88929,0.88959
1/28/10 23:00,0.88959,0.89565,0.88899,0.89314
1/29/10 3:00,0.89314,0.89622,0.89237,0.89287
1/29/10 7:00,0.89287,0.89332,0.88624,0.88854
1/29/10 11:00,0.88854,0.88887,0.8841,0.88417
1/31/10 15:00,0.88417,0.88719,0.87982,0.88302
1/31/10 19:00,0.88302,0.88366,0.88102,0.88339
1/31/10 23:00,0.88339,0.88524,0.88132,0.8838
2/1/10 3:00,0.8838,0.88462,0.8788,0.88284
2/1/10 7:00,0.88284,0.88979,0.88234,0.88949
2/1/10 11:00,0.88949,0.89189,0.88879,0.89127
2/1/10 15:00,0.89127,0.89239,0.88987,0.89104
2/1/10 19:00,0.89104,0.89266,0.8781,0.88024
2/1/10 23:00,0.88024,0.88209,0.87803,0.88019
2/2/10 3:00,0.88019,0.88349,0.87889,0.88136
2/2/10 7:00,0.88136,0.88619,0.88101,0.88485
2/2/10 11:00,0.88485,0.88689,0.88419,0.88629
2/2/10 15:00,0.88629,0.88829,0.88529,0.88549
2/2/10 19:00,0.88549,0.88719,0.8828,0.88695
2/2/10 23:00,0.88695,0.89159,0.88609,0.88989
2/3/10 3:00,0.88989,0.89029,0.88377,0.88409
2/3/10 7:00,0.88409,0.88699,0.88136,0.88265
2/3/10 11:00,0.88265,0.88409,0.88147,0.88294
2/3/10 15:00,0.88294,0.88294,0.87684,0.88099
2/3/10 19:00,0.88099,0.88259,0.8799,0.88131
2/3/10 23:00,0.88131,0.88152,0.87809,0.87969
2/4/10 3:00,0.87969,0.88104,0.87824,0.8784
2/4/10 7:00,0.8784,0.87849,0.86069,0.86586
2/4/10 11:00,0.86586,0.86772,0.86349,0.86457
2/4/10 15:00,0.86457,0.86928,0.86427,0.86654
2/4/10 19:00,0.86654,0.86939,0.86554,0.86647
2/4/10 23:00,0.86647,0.8684,0.86249,0.86384
2/5/10 3:00,0.86384,0.87179,0.86197,0.87124
2/5/10 7:00,0.87124,0.87129,0.85963,0.86289
2/5/10 11:00,0.86289,0.86779,0.85779,0.86695
2/7/10 15:00,0.86695,0.8684,0.8651,0.86599
2/7/10 19:00,0.86599,0.86654,0.8642,0.86654
2/7/10 23:00,0.86654,0.87065,0.86424,0.86846
2/8/10 3:00,0.86846,0.86971,0.86509,0.86824
2/8/10 7:00,0.86824,0.87089,0.86645,0.86854
2/8/10 11:00,0.86854,0.86869,0.86401,0.86452
2/8/10 15:00,0.86452,0.86599,0.86124,0.86579
2/8/10 19:00,0.86579,0.87037,0.86459,0.86894
2/8/10 23:00,0.86894,0.87369,0.86849,0.87252
2/9/10 3:00,0.87252,0.87619,0.8691,0.87368
2/9/10 7:00,0.87368,0.87971,0.8702,0.87685
2/9/10 11:00,0.87685,0.87965,0.87509,0.8788
2/9/10 15:00,0.8788,0.8796,0.87679,0.87779
2/9/10 19:00,0.87779,0.87809,0.87359,0.87489
2/9/10 23:00,0.87489,0.87741,0.87459,0.87606
2/10/10 3:00,0.87606,0.87889,0.8742,0.87539
2/10/10 7:00,0.87539,0.87669,0.87089,0.87569
2/10/10 11:00,0.87569,0.87797,0.87469,0.87765
2/10/10 15:00,0.87765,0.88669,0.87489,0.88564
2/10/10 19:00,0.88564,0.88956,0.88529,0.88759
2/10/10 23:00,0.88759,0.89049,0.8871,0.88802
2/11/10 3:00,0.88802,0.88994,0.88619,0.88682
2/11/10 7:00,0.88682,0.89009,0.88359,0.88939
2/11/10 11:00,0.88939,0.89207,0.88851,0.89022
2/11/10 15:00,0.89022,0.89154,0.88789,0.88901
2/11/10 19:00,0.88901,0.89049,0.88815,0.88999
2/11/10 23:00,0.88999,0.89142,0.88503,0.88527
2/12/10 3:00,0.88527,0.88739,0.87863,0.88269
2/12/10 7:00,0.88269,0.88679,0.87854,0.88607
2/12/10 11:00,0.88607,0.88859,0.88469,0.88729
2/14/10 15:00,0.88729,0.88828,0.88629,0.88652
2/14/10 19:00,0.88652,0.88829,0.88652,0.88689
2/14/10 23:00,0.88689,0.88979,0.88487,0.88934
2/15/10 3:00,0.88934,0.89097,0.88859,0.88912
2/15/10 7:00,0.88912,0.89007,0.88723,0.88938
2/15/10 11:00,0.88938,0.8898,0.88819,0.88908
2/15/10 15:00,0.88908,0.89124,0.88764,0.89031
2/15/10 19:00,0.89031,0.89431,0.88978,0.89331
2/15/10 23:00,0.89331,0.89653,0.89262,0.89429
2/16/10 3:00,0.89429,0.8984,0.89292,0.89803
2/16/10 7:00,0.89803,0.9025,0.89714,0.9011
2/16/10 11:00,0.9011,0.90269,0.90049,0.90188
2/16/10 15:00,0.90188,0.90203,0.89991,0.90024
2/16/10 19:00,0.90024,0.9018,0.89979,0.90134
2/16/10 23:00,0.90134,0.90274,0.89949,0.90156
2/17/10 3:00,0.90156,0.90359,0.90079,0.9023
2/17/10 7:00,0.9023,0.90256,0.8981,0.89961
2/17/10 11:00,0.89961,0.90014,0.89677,0.89677
2/17/10 15:00,0.89677,0.89917,0.89522,0.89544
2/17/10 19:00,0.89544,0.89688,0.89437,0.89579
2/17/10 23:00,0.89579,0.89854,0.89381,0.89569
2/18/10 3:00,0.89569,0.89857,0.89534,0.89717
2/18/10 7:00,0.89717,0.90182,0.89629,0.89844
2/18/10 11:00,0.89844,0.90259,0.89224,0.8946
2/18/10 15:00,0.8946,0.89597,0.88877,0.89019
2/18/10 19:00,0.89019,0.89359,0.8887,0.89049
2/18/10 23:00,0.89049,0.89324,0.88779,0.89139
2/19/10 3:00,0.89139,0.89467,0.89009,0.89234
2/19/10 7:00,0.89234,0.89749,0.89109,0.897
2/19/10 11:00,0.897,0.89889,0.89629,0.89834
2/21/10 15:00,0.89834,0.90204,0.89834,0.90149
2/21/10 19:00,0.90149,0.90239,0.90045,0.90047
2/21/10 23:00,0.90047,0.90139,0.89729,0.89922
2/22/10 3:00,0.89922,0.90169,0.89855,0.89985
2/22/10 7:00,0.89985,0.90099,0.89766,0.9002
2/22/10 11:00,0.9002,0.90115,0.89939,0.90009
2/22/10 15:00,0.90009,0.90119,0.89925,0.89939
2/22/10 19:00,0.89939,0.90177,0.89829,0.90159
2/22/10 23:00,0.90159,0.90708,0.90069,0.90406
2/23/10 3:00,0.90406,0.90459,0.89834,0.90119
2/23/10 7:00,0.90119,0.90149,0.8878,0.88951
2/23/10 11:00,0.88951,0.89169,0.88799,0.89129
2/23/10 15:00,0.89129,0.89359,0.89059,0.89289
2/23/10 19:00,0.89289,0.89384,0.89247,0.8933
2/23/10 23:00,0.8933,0.89339,0.88579,0.88764
2/24/10 3:00,0.88764,0.89299,0.88689,0.89204
2/24/10 7:00,0.89204,0.89518,0.88912,0.89284
2/24/10 11:00,0.89284,0.894,0.89149,0.894
2/24/10 15:00,0.894,0.89516,0.89067,0.89268
2/24/10 19:00,0.89268,0.89279,0.88688,0.88772
2/24/10 23:00,0.88772,0.8907,0.886,0.89019
2/25/10 3:00,0.89019,0.89144,0.88309,0.88349
2/25/10 7:00,0.88349,0.88423,0.88006,0.88402
2/25/10 11:00,0.88402,0.88909,0.88334,0.88497
2/25/10 15:00,0.88497,0.89089,0.88497,0.89014
2/25/10 19:00,0.89014,0.89119,0.88869,0.89034
2/25/10 23:00,0.89034,0.89195,0.88699,0.89079
2/26/10 3:00,0.89079,0.89165,0.88849,0.89099
2/26/10 7:00,0.89099,0.8979,0.88779,0.8938
2/26/10 11:00,0.8938,0.89705,0.89353,0.89609
2/28/10 15:00,0.89609,0.9008,0.89569,0.89682
2/28/10 19:00,0.89682,0.89786,0.8955,0.89774
2/28/10 23:00,0.89774,0.90055,0.89563,0.89954
3/1/10 3:00,0.89954,0.89989,0.8935,0.89684
3/1/10 7:00,0.89684,0.90097,0.89475,0.90059
3/1/10 11:00,0.90059,0.9015,0.8992,0.90087
3/1/10 15:00,0.90087,0.90159,0.89654,0.89869
3/1/10 19:00,0.89869,0.90298,0.89528,0.89857
3/1/10 23:00,0.89857,0.90179,0.89654,0.89939
3/2/10 3:00,0.89939,0.90577,0.89889,0.90451
3/2/10 7:00,0.90451,0.90529,0.90147,0.90469
3/2/10 11:00,0.90469,0.90589,0.90243,0.90417
3/2/10 15:00,0.90417,0.90642,0.90284,0.90415
3/2/10 19:00,0.90415,0.90627,0.90272,0.90529
3/2/10 23:00,0.90529,0.90529,0.90164,0.90269
3/3/10 3:00,0.90269,0.90446,0.90074,0.90379
3/3/10 7:00,0.90379,0.90854,0.90259,0.90694
3/3/10 11:00,0.90694,0.90779,0.90469,0.90687
3/3/10 15:00,0.90687,0.90687,0.90351,0.90504
3/3/10 19:00,0.90504,0.90534,0.9009,0.9014
3/3/10 23:00,0.9014,0.90237,0.89785,0.89969
3/4/10 3:00,0.89969,0.90359,0.89969,0.90349
3/4/10 7:00,0.90349,0.90389,0.89817,0.90084
3/4/10 11:00,0.90084,0.90119,0.89874,0.90029
3/4/10 15:00,0.90029,0.9011,0.89844,0.89994
3/4/10 19:00,0.89994,0.90122,0.89964,0.90079
3/4/10 23:00,0.90079,0.90269,0.89949,0.90225
3/5/10 3:00,0.90225,0.90732,0.90195,0.90621
3/5/10 7:00,0.90621,0.90927,0.90528,0.90724
3/5/10 11:00,0.90724,0.90851,0.90632,0.90802
3/7/10 15:00,0.90802,0.91059,0.90756,0.91009
3/7/10 19:00,0.91009,0.91179,0.90999,0.91089
3/7/10 23:00,0.91089,0.91309,0.91016,0.91154
3/8/10 3:00,0.91154,0.91289,0.91029,0.91174
3/8/10 7:00,0.91174,0.91329,0.90764,0.91042
3/8/10 11:00,0.91042,0.91074,0.9085,0.9085
3/8/10 15:00,0.9085,0.91033,0.90739,0.90845
3/8/10 19:00,0.90845,0.90984,0.90739,0.90939
3/8/10 23:00,0.90939,0.91164,0.90649,0.90844
3/9/10 3:00,0.90844,0.90869,0.90551,0.9085
3/9/10 7:00,0.9085,0.91461,0.90771,0.91455
3/9/10 11:00,0.91455,0.91469,0.91199,0.91384
3/9/10 15:00,0.91384,0.91629,0.91317,0.91499
3/9/10 19:00,0.91499,0.91629,0.91442,0.91514
3/9/10 23:00,0.91514,0.91674,0.91309,0.91597
3/10/10 3:00,0.91597,0.91699,0.91462,0.9163
3/10/10 7:00,0.9163,0.91929,0.9126,0.9147
3/10/10 11:00,0.9147,0.91802,0.91359,0.91509
3/10/10 15:00,0.91509,0.91564,0.91164,0.91402
3/10/10 19:00,0.91402,0.91489,0.9113,0.91426
3/10/10 23:00,0.91426,0.91689,0.91359,0.91624
3/11/10 3:00,0.91624,0.91699,0.91271,0.91344
3/11/10 7:00,0.91344,0.91539,0.911,0.91384
3/11/10 11:00,0.91384,0.91569,0.91369,0.91503
3/11/10 15:00,0.91503,0.91629,0.914,0.91452
3/11/10 19:00,0.91452,0.91651,0.91401,0.91589
3/11/10 23:00,0.91589,0.91791,0.91539,0.91745
3/12/10 3:00,0.91745,0.91941,0.91629,0.91744
3/12/10 7:00,0.91744,0.91775,0.9141,0.91565
3/12/10 11:00,0.91565,0.91669,0.91509,0.91549
3/14/10 15:00,0.91549,0.91779,0.9153,0.91539
3/14/10 19:00,0.91539,0.91619,0.91284,0.91369
3/14/10 23:00,0.91369,0.91609,0.91359,0.91424
3/15/10 3:00,0.91424,0.91424,0.91184,0.91329
3/15/10 7:00,0.91329,0.91404,0.90949,0.91129
3/15/10 11:00,0.91129,0.91476,0.91109,0.91449
3/15/10 15:00,0.91449,0.91464,0.91189,0.91289
3/15/10 19:00,0.91289,0.91529,0.91269,0.91514
3/15/10 23:00,0.91514,0.91619,0.91342,0.91565
3/16/10 3:00,0.91565,0.91644,0.91329,0.91384
3/16/10 7:00,0.91384,0.91569,0.9123,0.91529
3/16/10 11:00,0.91529,0.91919,0.91369,0.91839
3/16/10 15:00,0.91839,0.92068,0.91791,0.91794
3/16/10 19:00,0.91794,0.91925,0.91734,0.91879
3/16/10 23:00,0.91879,0.92169,0.91782,0.92144
3/17/10 3:00,0.92144,0.92385,0.92069,0.92315
3/17/10 7:00,0.92315,0.92419,0.92169,0.92354
3/17/10 11:00,0.92354,0.92519,0.92219,0.92359
3/17/10 15:00,0.92359,0.92424,0.92169,0.92195
3/17/10 19:00,0.92195,0.92334,0.92087,0.92201
3/17/10 23:00,0.92201,0.92239,0.91923,0.92099
3/18/10 3:00,0.92099,0.92294,0.9204,0.92174
3/18/10 7:00,0.92174,0.92304,0.91799,0.92039
3/18/10 11:00,0.92039,0.92219,0.92039,0.92072
3/18/10 15:00,0.92072,0.92159,0.91902,0.92039
3/18/10 19:00,0.92039,0.92194,0.91924,0.92149
3/18/10 23:00,0.92149,0.92239,0.9192,0.91985
3/19/10 3:00,0.91985,0.92094,0.91899,0.92036
3/19/10 7:00,0.92036,0.92069,0.91284,0.91624
3/19/10 11:00,0.91624,0.91685,0.91479,0.91634
3/21/10 15:00,0.91634,0.91634,0.91314,0.91409
3/21/10 19:00,0.91409,0.91544,0.91251,0.91444
3/21/10 23:00,0.91444,0.91454,0.91112,0.9134
3/22/10 3:00,0.9134,0.91364,0.90902,0.90914
3/22/10 7:00,0.90914,0.91721,0.90841,0.91721
3/22/10 11:00,0.91721,0.91839,0.9158,0.91801
3/22/10 15:00,0.91801,0.91871,0.91661,0.91699
3/22/10 19:00,0.91699,0.91777,0.91623,0.91754
3/22/10 23:00,0.91754,0.91774,0.9146,0.91616
3/23/10 3:00,0.91616,0.91689,0.9136,0.91667
3/23/10 7:00,0.91667,0.91959,0.9158,0.91764
3/23/10 11:00,0.91764,0.9198,0.91623,0.91864
3/23/10 15:00,0.91864,0.91969,0.91714,0.91809
3/23/10 19:00,0.91809,0.91825,0.91684,0.91744
3/23/10 23:00,0.91744,0.91787,0.914,0.91512
3/24/10 3:00,0.91512,0.91599,0.90902,0.91079
3/24/10 7:00,0.91079,0.91259,0.90754,0.90981
3/24/10 11:00,0.90981,0.91014,0.90708,0.90725
3/24/10 15:00,0.90725,0.91187,0.90654,0.91124
3/24/10 19:00,0.91124,0.91197,0.91053,0.9114
3/24/10 23:00,0.9114,0.91281,0.90873,0.9117
3/25/10 3:00,0.9117,0.91385,0.91141,0.91238
3/25/10 7:00,0.91238,0.91406,0.91021,0.91242
3/25/10 11:00,0.91242,0.91242,0.90706,0.90723
3/25/10 15:00,0.90723,0.90954,0.90623,0.90729
3/25/10 19:00,0.90729,0.91059,0.90684,0.91009
3/25/10 23:00,0.91009,0.91171,0.90662,0.90674
3/26/10 3:00,0.90674,0.9081,0.90422,0.90545
3/26/10 7:00,0.90545,0.90564,0.90127,0.90184
3/26/10 11:00,0.90184,0.90399,0.9001,0.90374
3/28/10 15:00,0.90374,0.90616,0.90329,0.90579
3/28/10 19:00,0.90579,0.90869,0.9053,0.90809
3/28/10 23:00,0.90809,0.91464,0.90769,0.91285
3/29/10 3:00,0.91285,0.91583,0.9123,0.91389
3/29/10 7:00,0.91389,0.91659,0.91382,0.91474
3/29/10 11:00,0.91474,0.91784,0.91464,0.91756
3/29/10 15:00,0.91756,0.91783,0.91587,0.91682
3/29/10 19:00,0.91682,0.91919,0.91674,0.91869
3/29/10 23:00,0.91869,0.92117,0.91844,0.92009
3/30/10 3:00,0.92009,0.92139,0.91889,0.92104
3/30/10 7:00,0.92104,0.9215,0.91703,0.91894
3/30/10 11:00,0.91894,0.91934,0.91764,0.9189
3/30/10 15:00,0.9189,0.92059,0.91421,0.91639
3/30/10 19:00,0.91639,0.91669,0.91389,0.91579
3/30/10 23:00,0.91579,0.91659,0.9136,0.91624
3/31/10 3:00,0.91624,0.91719,0.91306,0.91499
3/31/10 7:00,0.91499,0.91829,0.91479,0.91784
3/31/10 11:00,0.91784,0.91819,0.91639,0.91711
3/31/10 15:00,0.91711,0.91854,0.91495,0.91729
3/31/10 19:00,0.91729,0.91751,0.91539,0.91629
3/31/10 23:00,0.91629,0.91879,0.91562,0.91804
4/1/10 3:00,0.91804,0.91867,0.9167,0.91843
4/1/10 7:00,0.91843,0.92166,0.91714,0.92034
4/1/10 11:00,0.92034,0.92089,0.91835,0.92054
4/1/10 15:00,0.92054,0.92139,0.91954,0.91996
4/1/10 19:00,0.91996,0.92011,0.91899,0.91949
4/1/10 23:00,0.91949,0.91964,0.91803,0.91907
4/2/10 3:00,0.91907,0.9213,0.91808,0.91937
4/2/10 7:00,0.91937,0.92016,0.91835,0.9189
4/2/10 11:00,0.9189,0.91945,0.9185,0.91893
4/4/10 15:00,0.91893,0.92169,0.91834,0.92149
4/4/10 19:00,0.92149,0.92184,0.92057,0.92065
4/4/10 23:00,0.92065,0.92134,0.91997,0.92093
4/5/10 3:00,0.92093,0.92093,0.91906,0.91943
4/5/10 7:00,0.91943,0.92212,0.91943,0.92132
4/5/10 11:00,0.92132,0.92176,0.91974,0.92125
4/5/10 15:00,0.92125,0.92199,0.91736,0.91814
4/5/10 19:00,0.91814,0.92283,0.9165,0.92172
4/5/10 23:00,0.92172,0.92561,0.9216,0.92384
4/6/10 3:00,0.92384,0.92585,0.92151,0.92234
4/6/10 7:00,0.92234,0.92589,0.92116,0.92459
4/6/10 11:00,0.92459,0.92884,0.92442,0.92829
4/6/10 15:00,0.92829,0.92829,0.9261,0.92629
4/6/10 19:00,0.92629,0.92879,0.926,0.92674
4/6/10 23:00,0.92674,0.92819,0.92555,0.92599
4/7/10 3:00,0.92599,0.92686,0.92486,0.92653
4/7/10 7:00,0.92653,0.92893,0.92588,0.92833
4/7/10 11:00,0.92833,0.92974,0.9259,0.92662
4/7/10 15:00,0.92662,0.92742,0.92597,0.92641
4/7/10 19:00,0.92641,0.92829,0.92395,0.92759
4/7/10 23:00,0.92759,0.92814,0.9223,0.92409
4/8/10 3:00,0.92409,0.92567,0.92243,0.92553
4/8/10 7:00,0.92553,0.9284,0.9238,0.92785
4/8/10 11:00,0.92785,0.92899,0.92758,0.9285
4/8/10 15:00,0.9285,0.92939,0.92799,0.92829
4/8/10 19:00,0.92829,0.9286,0.92739,0.92741
4/8/10 23:00,0.92741,0.93129,0.92659,0.931
4/9/10 3:00,0.931,0.93159,0.93001,0.93025
4/9/10 7:00,0.93025,0.93424,0.92969,0.93279
4/9/10 11:00,0.93279,0.9336,0.93177,0.9335
4/11/10 15:00,0.9335,0.93859,0.9335,0.93519
4/11/10 19:00,0.93519,0.93539,0.93334,0.93456
4/11/10 23:00,0.93456,0.93457,0.92789,0.92974
4/12/10 3:00,0.92974,0.9303,0.92519,0.92739
4/12/10 7:00,0.92739,0.92999,0.92732,0.92759
4/12/10 11:00,0.92759,0.92899,0.92721,0.92729
4/12/10 15:00,0.92729,0.92742,0.92369,0.92577
4/12/10 19:00,0.92577,0.9265,0.9225,0.92284
4/12/10 23:00,0.92284,0.92659,0.92232,0.92544
4/13/10 3:00,0.92544,0.92864,0.92455,0.92838
4/13/10 7:00,0.92838,0.92909,0.92367,0.92659
4/13/10 11:00,0.92659,0.92936,0.92654,0.92909
4/13/10 15:00,0.92909,0.93194,0.92723,0.93142
4/13/10 19:00,0.93142,0.93257,0.93028,0.93202
4/13/10 23:00,0.93202,0.9328,0.93046,0.93272
4/14/10 3:00,0.93272,0.93488,0.93179,0.93392
4/14/10 7:00,0.93392,0.93604,0.93278,0.93489
4/14/10 11:00,0.93489,0.93559,0.93444,0.93495
4/14/10 15:00,0.93495,0.93639,0.93437,0.93519
4/14/10 19:00,0.93519,0.93556,0.93361,0.93414
4/14/10 23:00,0.93414,0.93529,0.93319,0.93374
4/15/10 3:00,0.93374,0.93412,0.93101,0.93323
4/15/10 7:00,0.93323,0.93462,0.93185,0.93332
4/15/10 11:00,0.93332,0.93454,0.93227,0.93433
4/15/10 15:00,0.93433,0.93539,0.93064,0.93084
4/15/10 19:00,0.93084,0.93191,0.92849,0.92974
4/15/10 23:00,0.92974,0.93309,0.9288,0.93304
4/16/10 3:00,0.93304,0.93329,0.93038,0.93059
4/16/10 7:00,0.93059,0.93326,0.92309,0.92459
4/16/10 11:00,0.92459,0.92713,0.92379,0.92515
4/18/10 15:00,0.92515,0.92515,0.9203,0.92259
4/18/10 19:00,0.92259,0.92381,0.91822,0.91959
4/18/10 23:00,0.91959,0.92009,0.91573,0.91739
4/19/10 3:00,0.91739,0.91969,0.91611,0.91953
4/19/10 7:00,0.91953,0.92184,0.9177,0.91982
4/19/10 11:00,0.91982,0.92417,0.91927,0.92365
4/19/10 15:00,0.92365,0.9265,0.92365,0.92534
4/19/10 19:00,0.92534,0.92899,0.92454,0.92839
4/19/10 23:00,0.92839,0.93139,0.92634,0.93011
4/20/10 3:00,0.93011,0.93199,0.92919,0.93097
4/20/10 7:00,0.93097,0.93239,0.92949,0.93079
4/20/10 11:00,0.93079,0.93192,0.92949,0.93159
4/20/10 15:00,0.93159,0.93249,0.92939,0.92984
4/20/10 19:00,0.92984,0.93262,0.92954,0.93199
4/20/10 23:00,0.93199,0.93384,0.93169,0.93234
4/21/10 3:00,0.93234,0.93329,0.92861,0.92982
4/21/10 7:00,0.92982,0.93129,0.92631,0.92894
